ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Healthy
1351,2,1,0,2.0,46.0,0,0,2,4.0,0,0,0,14.0,1.0,1,1.0,65.0,1
1352,0,1,1,10.0,27.0,1,3,1,2.0,0,1,0,10.0,2.0,0,2.0,78.0,1
1353,7,0,0,4.0,31.0,0,0,3,4.0,1,0,0,11.0,2.0,3,2.0,42.0,1
1354,3,1,1,4.0,57.0,1,3,0,2.0,0,0,0,10.0,2.0,1,4.0,64.0,1
1355,10,0,0,6.0,51.0,1,0,3,5.0,1,1,0,11.0,0.0,1,0.0,61.0,1
1356,11,2,1,6.0,16.0,1,0,1,4.0,1,0,0,9.0,2.0,3,4.0,72.0,1
1357,4,2,1,13.0,43.0,1,0,0,1.0,1,0,0,11.0,3.0,3,0.0,75.0,0
1358,3,1,0,11.0,79.0,1,3,0,0.0,1,0,0,12.0,3.0,0,0.0,64.0,1
1359,11,2,1,9.0,51.0,1,0,1,4.0,0,1,0,12.0,2.0,0,2.0,73.0,1
1360,14,2,1,13.0,57.0,1,2,0,4.0,1,1,0,14.0,1.0,1,4.0,39.0,0
1361,3,0,0,7.0,34.0,1,0,0,3.0,1,0,0,10.0,2.0,2,3.0,92.0,1
1362,2,1,0,8.0,43.0,1,0,0,3.0,0,0,0,9.0,1.0,2,2.0,69.0,1
1363,4,2,1,13.0,48.0,1,2,1,3.0,0,0,0,11.0,0.0,3,1.0,80.0,1
1364,6,0,1,10.0,53.0,1,0,3,0.0,0,1,1,11.0,2.0,3,0.0,78.0,0
1365,4,2,0,8.0,69.0,1,0,1,2.0,0,1,0,12.0,1.0,3,0.0,59.0,1
1366,1,2,1,2.0,51.0,1,0,2,3.0,0,1,0,11.0,1.0,2,3.0,48.0,1
1367,4,2,0,11.0,65.0,1,1,0,1.0,0,1,1,11.0,2.0,3,4.0,73.0,0
1368,1,2,0,13.0,42.0,1,0,2,3.0,0,1,0,10.0,1.0,3,2.0,78.0,1
1369,3,1,1,3.0,49.0,0,0,1,2.0,1,1,0,11.0,3.0,3,4.0,67.0,1
1370,4,2,0,13.0,30.0,1,0,2,2.0,1,0,0,13.0,1.0,1,2.0,64.0,1
1371,13,1,1,12.0,37.0,1,3,1,3.0,0,0,0,12.0,2.0,3,1.0,84.0,1
1372,2,1,1,6.0,55.0,1,2,1,1.0,1,0,0,11.0,1.0,3,1.0,73.0,1
1373,7,0,0,9.0,66.0,0,3,1,1.0,0,0,0,10.0,1.0,2,0.0,74.0,1
1374,5,2,1,10.0,78.0,0,2,0,0.0,0,0,0,11.0,2.0,3,2.0,65.0,1
1375,9,0,1,2.0,19.0,1,0,3,2.0,0,0,0,10.0,1.0,0,0.0,71.0,0
1376,9,0,1,4.0,50.0,0,2,3,2.0,0,0,0,8.0,1.0,3,2.0,50.0,1
1377,6,0,1,10.0,43.0,0,2,1,4.0,1,0,0,11.0,2.0,1,0.0,67.0,1
1378,1,2,0,12.0,61.0,1,3,3,4.0,1,0,0,12.0,0.0,3,1.0,71.0,1
1379,6,0,0,3.0,69.0,1,0,2,3.0,1,1,0,10.0,2.0,3,0.0,68.0,1
1380,5,2,1,7.0,59.0,0,3,0,1.0,0,1,0,12.0,3.0,3,1.0,45.0,1
1381,8,0,1,12.0,46.0,1,3,2,3.0,0,1,0,12.0,2.0,2,1.0,63.0,1
1382,13,1,1,3.0,61.0,1,2,2,4.0,0,1,0,10.0,0.0,0,1.0,64.0,1
1383,1,2,0,8.0,50.0,0,0,2,2.0,0,0,0,10.0,0.0,2,4.0,52.0,1
1384,5,2,1,6.0,56.0,0,0,2,3.0,1,0,0,12.0,1.0,3,3.0,44.0,1
1385,13,1,0,7.0,50.0,0,0,1,3.0,0,0,0,11.0,0.0,1,0.0,60.0,1
1386,9,0,1,2.0,44.0,1,0,3,2.0,0,0,0,9.0,1.0,3,3.0,67.0,1
1387,11,2,0,2.0,43.0,1,3,1,2.0,1,0,0,8.0,2.0,0,0.0,73.0,1
1388,8,0,1,6.0,39.0,1,2,2,3.0,0,1,0,9.0,2.0,3,1.0,83.0,1
1389,3,0,0,5.0,36.0,1,1,2,2.0,1,0,0,10.0,2.0,1,1.0,83.0,1
1390,8,0,1,7.0,55.0,0,0,2,4.0,1,0,0,10.0,2.0,0,1.0,59.0,1
1391,6,0,1,8.0,52.0,1,2,1,3.0,0,1,0,12.0,3.0,0,1.0,55.0,1
1392,3,1,0,6.0,71.0,1,0,2,4.0,1,1,0,11.0,1.0,2,2.0,86.0,1
1393,5,2,0,12.0,62.0,1,3,2,0.0,0,0,0,10.0,1.0,3,3.0,52.0,1
1394,0,1,0,11.0,33.0,1,3,1,3.0,1,0,0,11.0,1.0,2,1.0,71.0,1
1395,5,2,0,4.0,41.0,1,0,1,2.0,1,0,0,10.0,0.0,1,2.0,81.0,1
1396,3,1,0,13.0,30.0,1,0,3,3.0,1,1,0,10.0,0.0,3,4.0,49.0,0
1397,10,0,1,1.0,41.0,1,3,1,0.0,1,0,0,12.0,2.0,1,1.0,59.0,1
1398,0,1,0,6.0,63.0,1,2,1,3.0,0,0,0,11.0,2.0,0,2.0,82.0,1
1399,5,2,0,7.0,45.0,0,3,1,1.0,1,1,0,9.0,1.0,3,2.0,74.0,1
1400,3,1,1,1.0,36.0,1,0,1,4.0,1,0,0,10.0,3.0,2,0.0,52.0,1
1401,4,2,1,10.0,85.0,0,2,1,3.0,0,1,0,14.0,3.0,1,3.0,100.0,0
1402,9,0,0,12.0,20.0,1,1,1,2.0,1,1,0,12.0,3.0,2,3.0,88.0,0
1403,1,2,0,10.0,38.0,1,0,2,4.0,1,1,0,11.0,0.0,0,3.0,68.0,1
1404,2,1,0,7.0,64.0,1,0,2,4.0,0,0,0,14.0,1.0,1,3.0,63.0,1
1405,4,2,0,4.0,55.0,1,1,3,3.0,0,1,0,12.0,3.0,3,0.0,63.0,0
1406,10,0,1,8.0,50.0,1,1,3,3.0,0,0,0,10.0,2.0,3,3.0,78.0,1
1407,14,2,1,9.0,50.0,0,2,1,6.0,0,1,0,11.0,2.0,0,1.0,84.0,1
1408,13,1,1,1.0,39.0,1,3,2,5.0,1,0,0,12.0,4.0,1,1.0,53.0,1
1409,6,0,0,9.0,63.0,0,2,2,1.0,0,1,0,12.0,1.0,3,1.0,64.0,1
1410,4,2,0,9.0,38.0,1,0,0,3.0,0,1,0,11.0,2.0,2,3.0,67.0,0
1411,3,0,0,13.0,26.0,1,0,3,2.0,1,1,0,12.0,0.0,2,1.0,77.0,0
1412,10,0,0,7.0,33.0,1,1,2,5.0,1,1,0,11.0,2.0,3,3.0,66.0,1
1413,1,2,0,8.0,49.0,1,3,3,2.0,1,1,0,11.0,1.0,2,0.0,59.0,1
1414,8,0,1,4.0,33.0,1,0,1,1.0,1,0,0,11.0,1.0,3,4.0,65.0,1
1415,14,2,0,10.0,41.0,1,3,0,0.0,1,1,1,11.0,2.0,0,0.0,30.0,0
1416,0,1,1,7.0,46.0,1,2,0,0.0,1,0,0,11.0,2.0,0,3.0,46.0,0
1417,9,0,1,13.0,53.0,1,0,1,2.0,0,0,0,14.0,0.0,3,0.0,60.0,1
1418,7,0,0,8.0,55.0,1,0,1,3.0,0,0,0,12.0,2.0,1,4.0,78.0,1
1419,3,1,0,11.0,50.0,1,0,1,3.0,1,0,0,13.0,0.0,1,2.0,67.0,1
1420,0,1,1,3.0,36.0,1,3,1,0.0,0,0,0,14.0,1.0,2,0.0,58.0,1
1421,4,2,1,6.0,41.0,1,0,1,7.0,1,0,1,10.0,2.0,2,1.0,75.0,1
1422,10,0,1,1.0,77.0,1,0,2,4.0,0,1,0,13.0,1.0,2,1.0,69.0,1
1423,9,0,0,9.0,49.0,0,0,3,3.0,1,0,0,13.0,1.0,3,2.0,64.0,1
1424,8,0,1,5.0,52.0,0,3,1,4.0,0,1,1,9.0,0.0,2,3.0,86.0,1
1425,3,2,0,3.0,52.0,1,1,0,3.0,0,1,0,9.0,1.0,0,0.0,64.0,0
1426,3,1,0,10.0,65.0,1,0,3,3.0,1,0,0,11.0,2.0,3,2.0,62.0,1
1427,12,0,1,4.0,46.0,1,2,1,1.0,1,1,0,10.0,2.0,1,3.0,59.0,1
1428,7,0,1,12.0,36.0,0,2,0,2.0,0,0,0,10.0,3.0,3,2.0,59.0,1
1429,5,2,1,12.0,59.0,1,3,3,3.0,0,1,0,11.0,1.0,3,0.0,62.0,0
1430,0,1,1,12.0,54.0,1,2,2,3.0,0,0,0,11.0,3.0,3,2.0,74.0,1
1431,2,1,0,1.0,30.0,1,0,2,4.0,0,1,0,9.0,2.0,3,1.0,77.0,1
1432,9,0,1,2.0,29.0,1,3,2,5.0,1,0,0,8.0,0.0,3,2.0,80.0,1
1433,10,0,1,6.0,54.0,0,3,0,5.0,1,0,0,12.0,1.0,0,3.0,76.0,1
1434,3,1,0,5.0,43.0,0,2,3,2.0,1,0,0,10.0,3.0,3,1.0,84.0,1
1436,3,0,0,7.0,64.0,0,1,2,3.0,1,1,0,11.0,1.0,3,3.0,74.0,1
1437,1,2,1,11.0,18.0,1,3,2,1.0,1,0,0,13.0,0.0,3,0.0,49.0,1
1438,0,1,1,4.0,37.0,1,1,1,3.0,1,0,0,8.0,1.0,2,2.0,80.0,1
1439,4,2,1,8.0,38.0,1,1,3,3.0,1,1,0,12.0,3.0,0,0.0,91.0,0
1440,12,0,0,11.0,54.0,1,1,2,0.0,1,0,0,9.0,4.0,1,1.0,32.0,1
1441,0,1,1,3.0,63.0,1,3,0,3.0,1,0,0,9.0,0.0,3,4.0,72.0,1
1442,3,1,1,4.0,50.0,1,1,3,1.0,1,1,0,10.0,2.0,3,1.0,64.0,0
1443,10,0,1,1.0,35.0,1,1,0,3.0,1,0,0,12.0,2.0,0,1.0,47.0,0
1444,2,1,0,8.0,52.0,1,1,1,5.0,1,1,0,12.0,2.0,2,1.0,73.0,1
1445,13,1,0,10.0,57.0,0,1,1,3.0,1,0,0,11.0,2.0,2,1.0,52.0,1
1446,8,0,1,6.0,36.0,1,0,1,6.0,0,0,0,11.0,1.0,0,2.0,69.0,1
1447,3,1,0,2.0,44.0,1,2,2,3.0,1,1,1,14.0,1.0,3,0.0,49.0,0
1448,5,2,1,13.0,37.0,1,1,3,4.0,0,1,0,11.0,1.0,2,1.0,55.0,0
1449,13,1,0,6.0,69.0,1,2,0,5.0,0,0,0,10.0,0.0,3,1.0,59.0,1
1450,4,2,0,6.0,60.0,1,0,1,3.0,0,1,0,10.0,2.0,1,0.0,66.0,1
1451,2,1,1,10.0,29.0,1,3,0,3.0,1,1,0,13.0,1.0,3,0.0,76.0,0
1452,7,0,0,3.0,48.0,1,0,0,0.0,0,1,0,13.0,2.0,2,3.0,69.0,1
1453,8,0,0,12.0,52.0,1,0,2,3.0,1,0,0,11.0,2.0,3,1.0,83.0,1
1454,7,0,1,6.0,48.0,1,2,0,4.0,0,0,0,11.0,1.0,2,1.0,73.0,1
1455,4,2,1,11.0,43.0,1,3,1,2.0,0,1,0,11.0,0.0,2,1.0,65.0,1
1456,12,0,1,3.0,48.0,0,2,1,2.0,0,0,0,13.0,1.0,3,1.0,60.0,1
1457,12,0,1,5.0,39.0,0,1,0,2.0,1,1,0,14.0,0.0,0,0.0,63.0,0
1458,2,1,0,10.0,47.0,0,3,1,2.0,0,1,0,13.0,2.0,0,3.0,60.0,1
1459,3,1,1,5.0,36.0,0,3,1,2.0,0,0,1,11.0,2.0,3,0.0,100.0,1
1460,11,2,0,8.0,59.0,1,0,3,2.0,1,1,0,10.0,0.0,0,0.0,72.0,0
1461,6,0,1,7.0,28.0,1,0,0,3.0,1,0,0,9.0,3.0,0,1.0,64.0,1
1462,3,1,1,12.0,59.0,0,1,1,1.0,1,1,0,9.0,3.0,3,1.0,83.0,1
1463,0,1,1,6.0,40.0,0,0,1,3.0,1,1,0,12.0,2.0,3,1.0,62.0,1
1464,0,1,1,13.0,30.0,0,0,2,2.0,1,0,0,10.0,2.0,0,0.0,48.0,1
1465,11,2,0,1.0,41.0,1,3,0,4.0,0,1,0,12.0,2.0,1,2.0,53.0,1
1466,4,2,0,1.0,71.0,1,2,2,2.0,1,0,0,11.0,3.0,2,1.0,54.0,1
1467,5,2,1,5.0,54.0,1,3,2,3.0,0,0,0,13.0,1.0,0,0.0,81.0,1
1468,0,1,1,1.0,44.0,1,3,2,2.0,1,1,0,12.0,2.0,3,1.0,54.0,1
1470,7,0,1,4.0,22.0,1,3,1,2.0,0,1,0,11.0,1.0,0,1.0,90.0,1
1471,9,0,1,8.0,40.0,1,2,3,3.0,1,1,0,11.0,1.0,2,1.0,89.0,0
1472,3,1,1,9.0,86.0,0,1,2,5.0,1,1,0,12.0,2.0,0,1.0,70.0,0
1473,8,0,1,10.0,63.0,0,0,2,3.0,0,1,0,11.0,2.0,1,1.0,79.0,1
1474,14,0,0,4.0,68.0,0,3,0,5.0,0,1,0,12.0,0.0,0,2.0,62.0,1
1476,5,2,1,10.0,48.0,1,0,0,4.0,1,1,0,12.0,0.0,0,3.0,58.0,1
1477,9,0,1,5.0,67.0,1,1,1,3.0,0,1,0,11.0,0.0,3,2.0,65.0,1
1478,9,0,1,1.0,44.0,1,0,2,4.0,0,1,0,9.0,0.0,0,3.0,63.0,1
1479,0,1,1,12.0,50.0,1,0,0,0.0,1,0,0,9.0,1.0,0,4.0,60.0,0
1480,3,1,0,6.0,62.0,1,3,0,2.0,0,1,0,12.0,1.0,1,3.0,45.0,1
1481,7,0,1,4.0,55.0,0,2,0,2.0,1,1,0,10.0,3.0,0,1.0,76.0,1
1482,6,0,1,6.0,47.0,1,1,3,2.0,1,0,0,11.0,1.0,1,2.0,64.0,1
1483,14,2,1,10.0,57.0,0,1,2,3.0,0,0,0,11.0,1.0,1,2.0,75.0,1
1484,2,1,0,6.0,51.0,1,3,0,1.0,0,1,0,10.0,0.0,2,0.0,77.0,0
1485,3,0,1,12.0,50.0,1,2,0,2.0,0,0,0,11.0,1.0,3,1.0,59.0,0
1486,5,2,0,8.0,59.0,1,3,3,5.0,1,0,0,12.0,2.0,0,3.0,66.0,1
1487,2,1,1,3.0,53.0,0,3,1,3.0,0,1,0,9.0,3.0,2,2.0,58.0,1
1488,7,0,0,1.0,38.0,1,3,0,1.0,0,1,0,11.0,3.0,2,1.0,84.0,1
1489,12,0,1,3.0,44.0,1,1,1,3.0,0,0,0,10.0,2.0,2,0.0,60.0,1
1490,5,2,1,3.0,43.0,1,0,2,4.0,0,0,0,10.0,0.0,3,1.0,52.0,1
1491,13,1,0,1.0,50.0,0,0,1,0.0,1,0,0,11.0,3.0,1,1.0,52.0,1
1492,14,2,1,5.0,63.0,1,2,3,3.0,0,1,0,12.0,1.0,3,3.0,93.0,1
1493,10,0,0,1.0,44.0,1,1,2,1.0,1,1,0,10.0,3.0,1,3.0,79.0,1
1494,1,2,1,3.0,46.0,1,1,1,4.0,0,0,0,11.0,2.0,1,3.0,67.0,1
1495,2,1,1,2.0,49.0,0,1,0,3.0,0,1,0,11.0,2.0,3,3.0,67.0,1
1496,10,0,1,8.0,69.0,0,0,1,3.0,0,1,0,9.0,2.0,1,1.0,76.0,1
1497,2,1,1,1.0,42.0,0,0,0,4.0,1,0,0,12.0,1.0,2,0.0,89.0,0
1498,1,2,0,7.0,54.0,1,0,0,4.0,1,1,0,9.0,1.0,0,1.0,57.0,1
1499,11,2,0,8.0,49.0,1,3,0,2.0,0,1,0,13.0,2.0,0,1.0,68.0,1
1500,11,0,0,1.0,53.0,1,0,1,3.0,0,1,1,11.0,1.0,3,1.0,61.0,0
1501,13,1,0,6.0,82.0,0,1,3,1.0,0,1,0,13.0,1.0,1,1.0,45.0,0
1502,3,1,0,2.0,47.0,0,1,3,3.0,1,0,0,8.0,2.0,1,1.0,68.0,1
1503,8,0,1,10.0,56.0,0,0,1,3.0,0,0,0,11.0,1.0,2,1.0,78.0,1
1504,1,2,0,10.0,22.0,1,0,3,0.0,0,1,0,9.0,2.0,3,3.0,64.0,0
1505,8,0,1,6.0,59.0,0,3,1,4.0,1,0,0,12.0,2.0,1,3.0,57.0,1
1506,7,0,1,8.0,52.0,0,0,1,0.0,1,0,0,13.0,1.0,1,2.0,85.0,1
1507,1,2,1,6.0,44.0,0,2,3,1.0,0,0,0,9.0,2.0,3,2.0,88.0,1
1508,7,0,0,2.0,35.0,1,1,3,1.0,1,1,1,12.0,2.0,2,0.0,59.0,0
1509,1,2,1,8.0,33.0,1,1,0,2.0,0,0,0,11.0,2.0,2,2.0,60.0,1
1510,7,0,0,5.0,62.0,0,0,3,4.0,1,0,0,10.0,1.0,3,3.0,46.0,1
1511,11,2,1,4.0,51.0,0,0,2,3.0,1,1,0,8.0,3.0,3,4.0,81.0,1
1512,13,1,0,12.0,67.0,1,0,3,4.0,1,1,0,13.0,0.0,0,3.0,73.0,1
1513,10,0,1,8.0,40.0,1,0,0,0.0,1,1,0,14.0,1.0,0,0.0,85.0,0
1514,2,1,0,10.0,65.0,0,0,0,2.0,1,0,0,10.0,1.0,1,2.0,64.0,1
1515,8,0,0,2.0,10.0,0,0,2,3.0,1,1,0,9.0,2.0,3,3.0,86.0,1
1516,4,2,0,5.0,46.0,1,2,2,0.0,0,1,1,11.0,2.0,3,3.0,84.0,1
1517,8,0,1,9.0,59.0,1,0,1,1.0,1,0,0,9.0,3.0,0,0.0,30.0,1
1518,1,2,1,9.0,70.0,1,0,3,2.0,1,0,0,10.0,2.0,0,3.0,85.0,1
1519,11,0,0,11.0,56.0,1,2,3,4.0,1,0,0,8.0,2.0,2,1.0,53.0,0
1520,11,2,1,9.0,45.0,1,3,2,3.0,1,1,0,11.0,2.0,3,2.0,69.0,1
1521,13,1,0,8.0,67.0,1,1,3,4.0,0,0,0,11.0,2.0,1,0.0,76.0,0
1522,3,1,0,3.0,45.0,1,2,3,2.0,0,1,0,11.0,3.0,0,3.0,55.0,0
1523,8,0,0,1.0,37.0,1,3,1,4.0,0,1,0,9.0,0.0,3,2.0,63.0,1
1524,3,1,1,8.0,50.0,1,1,0,4.0,0,1,0,11.0,2.0,0,2.0,92.0,1
1525,7,0,0,5.0,69.0,1,2,2,2.0,1,0,0,12.0,0.0,3,1.0,100.0,0
1526,14,2,0,7.0,47.0,0,2,1,5.0,1,1,0,11.0,3.0,1,0.0,79.0,0
1527,12,0,0,7.0,40.0,1,1,3,2.0,0,0,0,12.0,2.0,1,1.0,63.0,1
1528,9,0,0,4.0,41.0,1,2,2,4.0,0,1,0,9.0,2.0,3,1.0,83.0,1
1529,13,1,0,1.0,71.0,0,0,0,3.0,1,0,0,10.0,1.0,3,2.0,73.0,1
1530,8,0,1,9.0,40.0,0,3,2,0.0,0,1,0,11.0,1.0,3,0.0,69.0,1
1531,10,0,1,1.0,64.0,0,1,2,3.0,0,0,0,13.0,1.0,0,1.0,84.0,1
1532,14,2,0,11.0,59.0,0,2,0,2.0,1,1,0,10.0,2.0,3,4.0,49.0,0
1533,12,0,1,2.0,60.0,0,0,3,5.0,0,0,0,8.0,1.0,1,2.0,82.0,1
1534,1,2,0,6.0,56.0,0,2,2,1.0,0,0,0,11.0,2.0,1,1.0,53.0,1
1535,12,0,1,2.0,61.0,0,0,1,3.0,0,0,0,12.0,2.0,1,3.0,50.0,1
1536,5,2,0,10.0,58.0,1,1,1,5.0,0,1,0,12.0,1.0,3,0.0,57.0,0
1537,3,2,0,10.0,56.0,1,1,2,3.0,0,0,1,13.0,2.0,3,1.0,71.0,1
1538,13,1,1,8.0,51.0,0,0,1,1.0,1,1,0,13.0,0.0,2,3.0,84.0,1
1539,11,2,1,10.0,39.0,1,2,2,2.0,1,0,0,10.0,2.0,2,1.0,81.0,1
1540,7,0,0,13.0,50.0,0,2,1,1.0,1,0,0,11.0,2.0,2,1.0,68.0,1
1541,14,2,1,7.0,52.0,1,3,0,3.0,1,1,0,10.0,4.0,2,1.0,84.0,1
1542,11,2,0,7.0,36.0,0,3,3,4.0,1,0,0,13.0,3.0,3,2.0,91.0,1
1543,3,2,0,7.0,44.0,1,0,3,4.0,0,1,0,9.0,2.0,2,2.0,64.0,1
1544,2,1,0,2.0,57.0,1,1,1,3.0,0,0,0,11.0,2.0,0,2.0,55.0,1
1545,8,0,1,2.0,62.0,1,0,1,4.0,1,0,0,8.0,1.0,0,0.0,64.0,1
1546,4,2,0,9.0,43.0,0,0,0,4.0,0,0,0,11.0,2.0,3,1.0,64.0,1
1547,4,2,0,4.0,44.0,1,1,1,5.0,1,1,0,11.0,2.0,0,2.0,52.0,1
1548,10,0,1,3.0,54.0,1,2,2,4.0,0,0,0,12.0,1.0,0,1.0,82.0,1
1549,8,0,1,13.0,60.0,1,3,1,3.0,0,0,0,10.0,3.0,1,2.0,73.0,1
1550,2,1,0,11.0,28.0,1,2,0,2.0,0,0,0,14.0,2.0,2,2.0,64.0,1
1551,9,0,1,12.0,50.0,1,3,1,0.0,1,0,0,11.0,1.0,1,0.0,72.0,1
1552,8,0,0,4.0,77.0,1,1,3,3.0,1,0,0,13.0,2.0,3,0.0,84.0,1
1553,12,0,0,1.0,37.0,1,0,1,2.0,0,1,0,12.0,2.0,2,2.0,56.0,1
1554,6,0,1,8.0,42.0,0,2,0,4.0,1,0,0,11.0,3.0,3,2.0,61.0,1
1555,3,0,0,9.0,43.0,1,2,1,0.0,0,0,0,11.0,3.0,2,0.0,39.0,1
1556,6,0,0,7.0,58.0,0,0,1,2.0,0,0,0,11.0,1.0,3,3.0,64.0,1
1557,11,2,0,4.0,29.0,0,2,1,2.0,0,1,0,13.0,3.0,3,1.0,74.0,1
1558,9,0,0,5.0,45.0,0,0,3,2.0,0,1,0,11.0,2.0,2,2.0,87.0,1
1559,1,2,1,9.0,61.0,0,0,1,6.0,0,0,0,12.0,3.0,0,1.0,74.0,1
1560,3,1,0,1.0,72.0,0,0,3,2.0,1,0,0,9.0,3.0,3,3.0,62.0,1
1561,3,1,0,8.0,58.0,1,0,0,3.0,1,0,0,14.0,1.0,2,0.0,68.0,1
1562,4,2,0,8.0,77.0,1,2,2,0.0,0,1,0,9.0,1.0,1,1.0,52.0,1
1563,9,0,0,3.0,54.0,1,0,1,2.0,1,1,0,13.0,1.0,0,1.0,72.0,1
1564,5,2,0,8.0,50.0,1,2,0,0.0,0,1,0,11.0,2.0,2,1.0,80.0,0
1565,14,2,1,10.0,35.0,1,2,3,1.0,1,1,0,9.0,1.0,1,1.0,81.0,0
1566,14,2,0,12.0,34.0,1,0,1,2.0,1,0,0,14.0,0.0,2,2.0,65.0,1
1567,8,0,1,9.0,72.0,0,1,0,0.0,1,0,0,10.0,1.0,1,2.0,59.0,1
1568,7,0,1,2.0,52.0,0,0,0,0.0,1,1,0,9.0,1.0,1,1.0,60.0,1
1569,2,1,1,4.0,50.0,1,0,1,2.0,1,1,0,10.0,1.0,0,3.0,94.0,1
1570,4,2,1,12.0,64.0,1,0,2,3.0,1,1,0,10.0,1.0,0,0.0,80.0,0
1572,2,1,1,3.0,64.0,1,0,3,3.0,0,1,0,12.0,2.0,2,3.0,69.0,0
1573,3,1,0,7.0,54.0,0,0,0,4.0,1,0,0,11.0,1.0,3,1.0,86.0,1
1574,0,1,0,13.0,63.0,0,0,0,3.0,0,0,0,12.0,1.0,3,2.0,61.0,1
1575,7,0,1,1.0,47.0,1,2,0,1.0,1,0,0,11.0,0.0,0,4.0,76.0,0
1576,14,0,0,13.0,50.0,1,0,2,3.0,1,0,0,12.0,2.0,3,1.0,66.0,1
1577,2,1,1,2.0,47.0,0,1,3,4.0,0,0,0,14.0,2.0,2,0.0,86.0,1
1578,8,0,1,1.0,35.0,1,0,0,4.0,0,1,0,8.0,0.0,0,0.0,66.0,0
1579,13,1,1,10.0,58.0,0,3,1,3.0,0,1,0,10.0,2.0,0,4.0,72.0,1
1580,14,2,1,4.0,47.0,1,2,3,1.0,0,1,0,12.0,3.0,2,0.0,66.0,0
1581,8,0,1,12.0,40.0,1,0,3,6.0,0,1,0,13.0,3.0,3,0.0,41.0,0
1582,12,0,0,11.0,71.0,1,0,2,1.0,0,0,0,12.0,0.0,3,1.0,64.0,1
1583,13,1,1,6.0,47.0,1,1,3,4.0,0,0,0,8.0,1.0,0,0.0,66.0,0
1584,3,1,0,2.0,52.0,0,0,3,3.0,0,1,0,9.0,3.0,3,0.0,63.0,0
1585,3,1,1,4.0,50.0,0,0,3,3.0,1,0,0,12.0,2.0,1,2.0,57.0,1
1586,4,2,0,9.0,47.0,1,3,1,0.0,0,1,0,12.0,2.0,2,1.0,66.0,1
1587,14,2,1,10.0,50.0,1,0,0,2.0,0,0,0,12.0,1.0,3,3.0,88.0,0
1588,11,2,0,10.0,50.0,1,0,3,5.0,0,0,0,9.0,2.0,0,4.0,65.0,1
1589,7,0,0,8.0,46.0,1,2,0,5.0,0,1,0,9.0,4.0,3,4.0,92.0,1
1590,0,1,0,6.0,75.0,1,1,3,3.0,0,1,0,12.0,2.0,1,3.0,62.0,0
1591,13,1,1,4.0,61.0,0,2,1,0.0,0,0,0,8.0,2.0,2,4.0,67.0,1
1592,14,2,0,5.0,30.0,1,1,1,3.0,1,1,0,11.0,1.0,3,2.0,35.0,1
1593,8,0,0,8.0,50.0,1,3,2,2.0,0,1,0,11.0,2.0,1,0.0,90.0,1
1594,13,1,1,1.0,35.0,1,3,3,3.0,1,1,0,12.0,2.0,3,1.0,64.0,1
1595,0,1,0,8.0,74.0,1,0,2,3.0,1,1,0,10.0,3.0,0,0.0,32.0,1
1596,11,2,1,5.0,63.0,1,0,1,2.0,0,1,0,10.0,2.0,0,1.0,58.0,1
1597,0,1,1,9.0,60.0,1,3,0,1.0,0,1,0,12.0,0.0,1,1.0,61.0,0
1598,0,1,0,5.0,43.0,1,3,3,3.0,1,1,0,11.0,2.0,0,4.0,81.0,1
1599,11,2,1,10.0,47.0,0,1,0,3.0,0,0,0,11.0,0.0,3,2.0,45.0,1
1600,8,0,1,8.0,41.0,1,1,3,4.0,0,1,0,10.0,1.0,2,1.0,71.0,1
1601,0,1,0,2.0,42.0,1,0,0,0.0,0,0,0,13.0,2.0,1,1.0,50.0,1
1602,3,0,1,4.0,65.0,1,3,3,4.0,1,1,0,11.0,1.0,3,2.0,74.0,1
1603,2,1,0,2.0,60.0,0,0,3,2.0,1,1,0,9.0,2.0,3,3.0,50.0,1
1604,13,1,0,12.0,10.0,0,0,2,4.0,1,1,1,11.0,1.0,3,3.0,79.0,0
1605,14,2,0,12.0,55.0,0,0,1,2.0,1,1,0,14.0,3.0,1,2.0,34.0,1
1606,6,0,1,3.0,65.0,0,0,1,2.0,0,0,0,11.0,2.0,1,3.0,67.0,1
1607,2,1,0,4.0,44.0,0,0,2,1.0,1,0,0,11.0,2.0,2,1.0,69.0,1
1608,8,0,1,12.0,24.0,1,0,3,0.0,1,0,0,11.0,2.0,3,2.0,53.0,0
1609,10,0,0,9.0,59.0,0,1,1,2.0,0,1,0,10.0,2.0,3,1.0,51.0,1
1611,6,0,1,11.0,55.0,1,0,1,5.0,1,1,0,10.0,0.0,1,2.0,59.0,0
1612,9,0,0,10.0,58.0,0,0,2,3.0,0,0,0,12.0,2.0,3,1.0,55.0,1
1613,4,2,1,12.0,48.0,1,0,3,4.0,1,1,1,13.0,2.0,2,1.0,77.0,0
1614,13,1,1,10.0,70.0,1,0,2,4.0,1,0,0,10.0,1.0,0,3.0,88.0,1
1615,4,2,0,6.0,60.0,1,0,1,1.0,0,1,0,12.0,0.0,0,3.0,58.0,1
1616,3,1,0,5.0,58.0,1,0,0,1.0,0,1,0,11.0,3.0,3,2.0,79.0,1
